row_count,gb_char,utf_bytes,unicode_id,unknown
2261,遁,B6DD,9041,E98181
2262,掇,B6DE,6387,E68E87
2263,哆,B6DF,54C6,E59386
2264,多,B6E0,591A,E5A49A
2265,夺,B6E1,593A,E5A4BA
2266,垛,B6E2,579B,E59E9B
2267,躲,B6E3,8EB2,E8BAB2
2268,朵,B6E4,6735,E69CB5
2269,跺,B6E5,8DFA,E8B7BA
2270,舵,B6E6,8235,E888B5
2271,剁,B6E7,5241,E58981
2272,惰,B6E8,60F0,E683B0
2273,堕,B6E9,5815,E5A095
2274,蛾,B6EA,86FE,E89BBE
2275,峨,B6EB,5CE8,E5B3A8
2276,鹅,B6EC,9E45,E9B985
2277,俄,B6ED,4FC4,E4BF84
2278,额,B6EE,989D,E9A29D
2279,讹,B6EF,8BB9,E8AEB9
2280,娥,B6F0,5A25,E5A8A5
2281,恶,B6F1,6076,E681B6
2282,厄,B6F2,5384,E58E84
2283,扼,B6F3,627C,E689BC
2284,遏,B6F4,904F,E9818F
2285,鄂,B6F5,9102,E98482
2286,饿,B6F6,997F,E9A5BF
2287,恩,B6F7,6069,E681A9
2288,而,B6F8,800C,E8808C
2289,儿,B6F9,513F,E584BF
2290,耳,B6FA,8033,E880B3
2291,尔,B6FB,5C14,E5B094
2292,饵,B6FC,9975,E9A5B5
2293,洱,B6FD,6D31,E6B4B1
2294,二,B6FE,4E8C,E4BA8C
2301,贰,B7A1,8D30,E8B4B0
2302,发,B7A2,53D1,E58F91
2303,罚,B7A3,7F5A,E7BD9A
2304,筏,B7A4,7B4F,E7AD8F
2305,伐,B7A5,4F10,E4BC90
2306,乏,B7A6,4E4F,E4B98F
2307,阀,B7A7,9600,E99880
2308,法,B7A8,6CD5,E6B395
2309,珐,B7A9,73D0,E78F90
2310,藩,B7AA,85E9,E897A9
2311,帆,B7AB,5E06,E5B886
2312,番,B7AC,756A,E795AA
2313,翻,B7AD,7FFB,E7BFBB
2314,樊,B7AE,6A0A,E6A88A
2315,矾,B7AF,77FE,E79FBE
2316,钒,B7B0,9492,E99292
2317,繁,B7B1,7E41,E7B981
2318,凡,B7B2,51E1,E587A1
2319,烦,B7B3,70E6,E783A6
2320,反,B7B4,53CD,E58F8D
2321,返,B7B5,8FD4,E8BF94
2322,范,B7B6,8303,E88C83
2323,贩,B7B7,8D29,E8B4A9
2324,犯,B7B8,72AF,E78AAF
2325,饭,B7B9,996D,E9A5AD
2326,泛,B7BA,6CDB,E6B39B
2327,坊,B7BB,574A,E59D8A
2328,芳,B7BC,82B3,E88AB3
2329,方,B7BD,65B9,E696B9
2330,肪,B7BE,80AA,E882AA
2331,房,B7BF,623F,E688BF
2332,防,B7C0,9632,E998B2
2333,妨,B7C1,59A8,E5A6A8
2334,仿,B7C2,4EFF,E4BBBF
2335,访,B7C3,8BBF,E8AEBF
2336,纺,B7C4,7EBA,E7BABA
2337,放,B7C5,653E,E694BE
2338,菲,B7C6,83F2,E88FB2
2339,非,B7C7,975E,E99D9E
2340,啡,B7C8,5561,E595A1
2341,飞,B7C9,98DE,E9A39E
2342,肥,B7CA,80A5,E882A5
2343,匪,B7CB,532A,E58CAA
2344,诽,B7CC,8BFD,E8AFBD
2345,吠,B7CD,5420,E590A0
2346,肺,B7CE,80BA,E882BA
2347,废,B7CF,5E9F,E5BA9F
2348,沸,B7D0,6CB8,E6B2B8
2349,费,B7D1,8D39,E8B4B9
2350,芬,B7D2,82AC,E88AAC
2351,酚,B7D3,915A,E9859A
2352,吩,B7D4,5429,E590A9
2353,氛,B7D5,6C1B,E6B09B
2354,分,B7D6,5206,E58886
2355,纷,B7D7,7EB7,E7BAB7
2356,坟,B7D8,575F,E59D9F
2357,焚,B7D9,711A,E7849A
2358,汾,B7DA,6C7E,E6B1BE
2359,粉,B7DB,7C89,E7B289
2360,奋,B7DC,594B,E5A58B
2361,份,B7DD,4EFD,E4BBBD
2362,忿,B7DE,5FFF,E5BFBF
2363,愤,B7DF,6124,E684A4
2364,粪,B7E0,7CAA,E7B2AA
2365,丰,B7E1,4E30,E4B8B0
2366,封,B7E2,5C01,E5B081
2367,枫,B7E3,67AB,E69EAB
2368,蜂,B7E4,8702,E89C82
2369,峰,B7E5,5CF0,E5B3B0
2370,锋,B7E6,950B,E9948B
2371,风,B7E7,98CE,E9A38E
2372,疯,B7E8,75AF,E796AF
2373,烽,B7E9,70FD,E783BD
2374,逢,B7EA,9022,E980A2
2375,冯,B7EB,51AF,E586AF
2376,缝,B7EC,7F1D,E7BC9D
2377,讽,B7ED,8BBD,E8AEBD
2378,奉,B7EE,5949,E5A589
2379,凤,B7EF,51E4,E587A4
2380,佛,B7F0,4F5B,E4BD9B
2381,否,B7F1,5426,E590A6
2382,夫,B7F2,592B,E5A4AB
2383,敷,B7F3,6577,E695B7
2384,肤,B7F4,80A4,E882A4
2385,孵,B7F5,5B75,E5ADB5
2386,扶,B7F6,6276,E689B6
2387,拂,B7F7,62C2,E68B82
2388,辐,B7F8,8F90,E8BE90
2389,幅,B7F9,5E45,E5B985
2390,氟,B7FA,6C1F,E6B09F
2391,符,B7FB,7B26,E7ACA6
2392,伏,B7FC,4F0F,E4BC8F
2393,俘,B7FD,4FD8,E4BF98
2394,服,B7FE,670D,E69C8D
2401,浮,B8A1,6D6E,E6B5AE
2402,涪,B8A2,6DAA,E6B6AA
2403,福,B8A3,798F,E7A68F
2404,袱,B8A4,88B1,E8A2B1
2405,弗,B8A5,5F17,E5BC97
2406,甫,B8A6,752B,E794AB
2407,抚,B8A7,629A,E68A9A
2408,辅,B8A8,8F85,E8BE85
2409,俯,B8A9,4FEF,E4BFAF
2410,釜,B8AA,91DC,E9879C
2411,斧,B8AB,65A7,E696A7
2412,脯,B8AC,812F,E884AF
2413,腑,B8AD,8151,E88591
2414,府,B8AE,5E9C,E5BA9C
2415,腐,B8AF,8150,E88590
2416,赴,B8B0,8D74,E8B5B4
2417,副,B8B1,526F,E589AF
2418,覆,B8B2,8986,E8A686
2419,赋,B8B3,8D4B,E8B58B
2420,复,B8B4,590D,E5A48D
2421,傅,B8B5,5085,E58285
2422,付,B8B6,4ED8,E4BB98
2423,阜,B8B7,961C,E9989C
2424,父,B8B8,7236,E788B6
2425,腹,B8B9,8179,E885B9
2426,负,B8BA,8D1F,E8B49F
2427,富,B8BB,5BCC,E5AF8C
2428,讣,B8BC,8BA3,E8AEA3
2429,附,B8BD,9644,E99984
2430,妇,B8BE,5987,E5A687
2431,缚,B8BF,7F1A,E7BC9A
2432,咐,B8C0,5490,E59290
2433,噶,B8C1,5676,E599B6
2434,嘎,B8C2,560E,E5988E
2435,该,B8C3,8BE5,E8AFA5
2436,改,B8C4,6539,E694B9
2437,概,B8C5,6982,E6A682
2438,钙,B8C6,9499,E99299
2439,盖,B8C7,76D6,E79B96
2440,溉,B8C8,6E89,E6BA89
2441,干,B8C9,5E72,E5B9B2
2442,甘,B8CA,7518,E79498
2443,杆,B8CB,6746,E69D86
2444,柑,B8CC,67D1,E69F91
2445,竿,B8CD,7AFF,E7ABBF
2446,肝,B8CE,809D,E8829D
2447,赶,B8CF,8D76,E8B5B6
2448,感,B8D0,611F,E6849F
2449,秆,B8D1,79C6,E7A786
2450,敢,B8D2,6562,E695A2
2451,赣,B8D3,8D63,E8B5A3
2452,冈,B8D4,5188,E58688
2453,刚,B8D5,521A,E5889A
2454,钢,B8D6,94A2,E992A2
2455,缸,B8D7,7F38,E7BCB8
2456,肛,B8D8,809B,E8829B
2457,纲,B8D9,7EB2,E7BAB2
2458,岗,B8DA,5C97,E5B297
2459,港,B8DB,6E2F,E6B8AF
2460,杠,B8DC,6760,E69DA0
2461,篙,B8DD,7BD9,E7AF99
2462,皋,B8DE,768B,E79A8B
2463,高,B8DF,9AD8,E9AB98
2464,膏,B8E0,818F,E8868F
2465,羔,B8E1,7F94,E7BE94
2466,糕,B8E2,7CD5,E7B395
2467,搞,B8E3,641E,E6909E
2468,镐,B8E4,9550,E99590
2469,稿,B8E5,7A3F,E7A8BF
2470,告,B8E6,544A,E5918A
2471,哥,B8E7,54E5,E593A5
2472,歌,B8E8,6B4C,E6AD8C
2473,搁,B8E9,6401,E69081
2474,戈,B8EA,6208,E68888
2475,鸽,B8EB,9E3D,E9B8BD
2476,胳,B8EC,80F3,E883B3
2477,疙,B8ED,7599,E79699
2478,割,B8EE,5272,E589B2
2479,革,B8EF,9769,E99DA9
2480,葛,B8F0,845B,E8919B
2481,格,B8F1,683C,E6A0BC
2482,蛤,B8F2,86E4,E89BA4
2483,阁,B8F3,9601,E99881
2484,隔,B8F4,9694,E99A94
2485,铬,B8F5,94EC,E993AC
2486,个,B8F6,4E2A,E4B8AA
2487,各,B8F7,5404,E59084
2488,给,B8F8,7ED9,E7BB99
2489,根,B8F9,6839,E6A0B9
2490,跟,B8FA,8DDF,E8B79F
2491,耕,B8FB,8015,E88095
2492,更,B8FC,66F4,E69BB4
2493,庚,B8FD,5E9A,E5BA9A
2494,羹,B8FE,7FB9,E7BEB9
2501,埂,B9A1,57C2,E59F82
2502,耿,B9A2,803F,E880BF
2503,梗,B9A3,6897,E6A297
2504,工,B9A4,5DE5,E5B7A5
2505,攻,B9A5,653B,E694BB
2506,功,B9A6,529F,E58A9F
2507,恭,B9A7,606D,E681AD
2508,龚,B9A8,9F9A,E9BE9A
2509,供,B9A9,4F9B,E4BE9B
2510,躬,B9AA,8EAC,E8BAAC
2511,公,B9AB,516C,E585AC
2512,宫,B9AC,5BAB,E5AEAB
2513,弓,B9AD,5F13,E5BC93
2514,巩,B9AE,5DE9,E5B7A9
2515,汞,B9AF,6C5E,E6B19E
2516,拱,B9B0,62F1,E68BB1
2517,贡,B9B1,8D21,E8B4A1
2518,共,B9B2,5171,E585B1
2519,钩,B9B3,94A9,E992A9
2520,勾,B9B4,52FE,E58BBE
2521,沟,B9B5,6C9F,E6B29F
2522,苟,B9B6,82DF,E88B9F
2523,狗,B9B7,72D7,E78B97
2524,垢,B9B8,57A2,E59EA2
2525,构,B9B9,6784,E69E84
2526,购,B9BA,8D2D,E8B4AD
2527,够,B9BB,591F,E5A49F
2528,辜,B9BC,8F9C,E8BE9C
2529,菇,B9BD,83C7,E88F87
2530,咕,B9BE,5495,E59295
2531,箍,B9BF,7B8D,E7AE8D
2532,估,B9C0,4F30,E4BCB0
2533,沽,B9C1,6CBD,E6B2BD
2534,孤,B9C2,5B64,E5ADA4
2535,姑,B9C3,59D1,E5A791
2536,鼓,B9C4,9F13,E9BC93
2537,古,B9C5,53E4,E58FA4
2538,蛊,B9C6,86CA,E89B8A
2539,骨,B9C7,9AA8,E9AAA8
2540,谷,B9C8,8C37,E8B0B7
2541,股,B9C9,80A1,E882A1
2542,故,B9CA,6545,E69585
2543,顾,B9CB,987E,E9A1BE
2544,固,B9CC,56FA,E59BBA
2545,雇,B9CD,96C7,E99B87
2546,刮,B9CE,522E,E588AE
2547,瓜,B9CF,74DC,E7939C
2548,剐,B9D0,5250,E58990
2549,寡,B9D1,5BE1,E5AFA1
2550,挂,B9D2,6302,E68C82
2551,褂,B9D3,8902,E8A482
2552,乖,B9D4,4E56,E4B996
2553,拐,B9D5,62D0,E68B90
2554,怪,B9D6,602A,E680AA
2555,棺,B9D7,68FA,E6A3BA
2556,关,B9D8,5173,E585B3
2557,官,B9D9,5B98,E5AE98
2558,冠,B9DA,51A0,E586A0
2559,观,B9DB,89C2,E8A782
2560,管,B9DC,7BA1,E7AEA1
2561,馆,B9DD,9986,E9A686
2562,罐,B9DE,7F50,E7BD90
2563,惯,B9DF,60EF,E683AF
2564,灌,B9E0,704C,E7818C
2565,贯,B9E1,8D2F,E8B4AF
2566,光,B9E2,5149,E58589
2567,广,B9E3,5E7F,E5B9BF
2568,逛,B9E4,901B,E9809B
2569,瑰,B9E5,7470,E791B0
2570,规,B9E6,89C4,E8A784
2571,圭,B9E7,572D,E59CAD
2572,硅,B9E8,7845,E7A185
2573,归,B9E9,5F52,E5BD92
2574,龟,B9EA,9F9F,E9BE9F
2575,闺,B9EB,95FA,E997BA
2576,轨,B9EC,8F68,E8BDA8
2577,鬼,B9ED,9B3C,E9ACBC
2578,诡,B9EE,8BE1,E8AFA1
2579,癸,B9EF,7678,E799B8
2580,桂,B9F0,6842,E6A182
2581,柜,B9F1,67DC,E69F9C
2582,跪,B9F2,8DEA,E8B7AA
2583,贵,B9F3,8D35,E8B4B5
2584,刽,B9F4,523D,E588BD
2585,辊,B9F5,8F8A,E8BE8A
2586,滚,B9F6,6EDA,E6BB9A
2587,棍,B9F7,68CD,E6A38D
2588,锅,B9F8,9505,E99485
2589,郭,B9F9,90ED,E983AD
2590,国,B9FA,56FD,E59BBD
2591,果,B9FB,679C,E69E9C
2592,裹,B9FC,88F9,E8A3B9
2593,过,B9FD,8FC7,E8BF87
2594,哈,B9FE,54C8,E59388
2601,骸,BAA1,9AB8,E9AAB8
2602,孩,BAA2,5B69,E5ADA9
2603,海,BAA3,6D77,E6B5B7
2604,氦,BAA4,6C26,E6B0A6
2605,亥,BAA5,4EA5,E4BAA5
2606,害,BAA6,5BB3,E5AEB3
2607,骇,BAA7,9A87,E9AA87
2608,酣,BAA8,9163,E985A3
2609,憨,BAA9,61A8,E686A8
2610,邯,BAAA,90AF,E982AF
2611,韩,BAAB,97E9,E99FA9
2612,含,BAAC,542B,E590AB
2613,涵,BAAD,6DB5,E6B6B5
2614,寒,BAAE,5BD2,E5AF92
2615,函,BAAF,51FD,E587BD
2616,喊,BAB0,558A,E5968A
2617,罕,BAB1,7F55,E7BD95
2618,翰,BAB2,7FF0,E7BFB0
2619,撼,BAB3,64BC,E692BC
2620,捍,BAB4,634D,E68D8D
2621,旱,BAB5,65F1,E697B1
2622,憾,BAB6,61BE,E686BE
2623,悍,BAB7,608D,E6828D
2624,焊,BAB8,710A,E7848A
2625,汗,BAB9,6C57,E6B197
2626,汉,BABA,6C49,E6B189
2627,夯,BABB,592F,E5A4AF
2628,杭,BABC,676D,E69DAD
2629,航,BABD,822A,E888AA
2630,壕,BABE,58D5,E5A395
2631,嚎,BABF,568E,E59A8E
2632,豪,BAC0,8C6A,E8B1AA
2633,毫,BAC1,6BEB,E6AFAB
2634,郝,BAC2,90DD,E9839D
2635,好,BAC3,597D,E5A5BD
2636,耗,BAC4,8017,E88097
2637,号,BAC5,53F7,E58FB7
2638,浩,BAC6,6D69,E6B5A9
2639,呵,BAC7,5475,E591B5
2640,喝,BAC8,559D,E5969D
2641,荷,BAC9,8377,E88DB7
2642,菏,BACA,83CF,E88F8F
2643,核,BACB,6838,E6A0B8
2644,禾,BACC,79BE,E7A6BE
2645,和,BACD,548C,E5928C
2646,何,BACE,4F55,E4BD95
2647,合,BACF,5408,E59088
2648,盒,BAD0,76D2,E79B92
2649,貉,BAD1,8C89,E8B289
2650,阂,BAD2,9602,E99882
2651,河,BAD3,6CB3,E6B2B3
2652,涸,BAD4,6DB8,E6B6B8
2653,赫,BAD5,8D6B,E8B5AB
2654,褐,BAD6,8910,E8A490
2655,鹤,BAD7,9E64,E9B9A4
2656,贺,BAD8,8D3A,E8B4BA
2657,嘿,BAD9,563F,E598BF
2658,黑,BADA,9ED1,E9BB91
2659,痕,BADB,75D5,E79795
2660,很,BADC,5F88,E5BE88
2661,狠,BADD,72E0,E78BA0
2662,恨,BADE,6068,E681A8
2663,哼,BADF,54FC,E593BC
2664,亨,BAE0,4EA8,E4BAA8
2665,横,BAE1,6A2A,E6A8AA
2666,衡,BAE2,8861,E8A1A1
2667,恒,BAE3,6052,E68192
2668,轰,BAE4,8F70,E8BDB0
2669,哄,BAE5,54C4,E59384
2670,烘,BAE6,70D8,E78398
2671,虹,BAE7,8679,E899B9
2672,鸿,BAE8,9E3F,E9B8BF
2673,洪,BAE9,6D2A,E6B4AA
2674,宏,BAEA,5B8F,E5AE8F
2675,弘,BAEB,5F18,E5BC98
2676,红,BAEC,7EA2,E7BAA2
2677,喉,BAED,5589,E59689
2678,侯,BAEE,4FAF,E4BEAF
2679,猴,BAEF,7334,E78CB4
2680,吼,BAF0,543C,E590BC
2681,厚,BAF1,539A,E58E9A
2682,候,BAF2,5019,E58099
2683,后,BAF3,540E,E5908E
2684,呼,BAF4,547C,E591BC
2685,乎,BAF5,4E4E,E4B98E
2686,忽,BAF6,5FFD,E5BFBD
2687,瑚,BAF7,745A,E7919A
2688,壶,BAF8,58F6,E5A3B6
2689,葫,BAF9,846B,E891AB
2690,胡,BAFA,80E1,E883A1
2691,蝴,BAFB,8774,E89DB4
2692,狐,BAFC,72D0,E78B90
2693,糊,BAFD,7CCA,E7B38A
2694,湖,BAFE,6E56,E6B996
2701,弧,BBA1,5F27,E5BCA7
2702,虎,BBA2,864E,E8998E
2703,唬,BBA3,552C,E594AC
2704,护,BBA4,62A4,E68AA4
2705,互,BBA5,4E92,E4BA92
2706,沪,BBA6,6CAA,E6B2AA
2707,户,BBA7,6237,E688B7
2708,花,BBA8,82B1,E88AB1
2709,哗,BBA9,54D7,E59397
2710,华,BBAA,534E,E58D8E
2711,猾,BBAB,733E,E78CBE
2712,滑,BBAC,6ED1,E6BB91
2713,画,BBAD,753B,E794BB
2714,划,BBAE,5212,E58892
2715,化,BBAF,5316,E58C96
2716,话,BBB0,8BDD,E8AF9D
2717,槐,BBB1,69D0,E6A790
2718,徊,BBB2,5F8A,E5BE8A
2719,怀,BBB3,6000,E68080
2720,淮,BBB4,6DEE,E6B7AE
2721,坏,BBB5,574F,E59D8F
2722,欢,BBB6,6B22,E6ACA2
2723,环,BBB7,73AF,E78EAF
2724,桓,BBB8,6853,E6A193
2725,还,BBB9,8FD8,E8BF98
2726,缓,BBBA,7F13,E7BC93
2727,换,BBBB,6362,E68DA2
2728,患,BBBC,60A3,E682A3
2729,唤,BBBD,5524,E594A4
2730,痪,BBBE,75EA,E797AA
2731,豢,BBBF,8C62,E8B1A2
2732,焕,BBC0,7115,E78495
2733,涣,BBC1,6DA3,E6B6A3
2734,宦,BBC2,5BA6,E5AEA6
2735,幻,BBC3,5E7B,E5B9BB
2736,荒,BBC4,8352,E88D92
2737,慌,BBC5,614C,E6858C
2738,黄,BBC6,9EC4,E9BB84
2739,磺,BBC7,78FA,E7A3BA
2740,蝗,BBC8,8757,E89D97
2741,簧,BBC9,7C27,E7B0A7
2742,皇,BBCA,7687,E79A87
2743,凰,BBCB,51F0,E587B0
2744,惶,BBCC,60F6,E683B6
2745,煌,BBCD,714C,E7858C
2746,晃,BBCE,6643,E69983
2747,幌,BBCF,5E4C,E5B98C
2748,恍,BBD0,604D,E6818D
2749,谎,BBD1,8C0E,E8B08E
2750,灰,BBD2,7070,E781B0
2751,挥,BBD3,6325,E68CA5
2752,辉,BBD4,8F89,E8BE89
2753,徽,BBD5,5FBD,E5BEBD
2754,恢,BBD6,6062,E681A2
2755,蛔,BBD7,86D4,E89B94
2756,回,BBD8,56DE,E59B9E
2757,毁,BBD9,6BC1,E6AF81
2758,悔,BBDA,6094,E68294
2759,慧,BBDB,6167,E685A7
2760,卉,BBDC,5349,E58D89
2761,惠,BBDD,60E0,E683A0
2762,晦,BBDE,6666,E699A6
2763,贿,BBDF,8D3F,E8B4BF
2764,秽,BBE0,79FD,E7A7BD
2765,会,BBE1,4F1A,E4BC9A
2766,烩,BBE2,70E9,E783A9
2767,汇,BBE3,6C47,E6B187
2768,讳,BBE4,8BB3,E8AEB3
2769,诲,BBE5,8BF2,E8AFB2
2770,绘,BBE6,7ED8,E7BB98
2771,荤,BBE7,8364,E88DA4
2772,昏,BBE8,660F,E6988F
2773,婚,BBE9,5A5A,E5A99A
2774,魂,BBEA,9B42,E9AD82
2775,浑,BBEB,6D51,E6B591
2776,混,BBEC,6DF7,E6B7B7
2777,豁,BBED,8C41,E8B181
2778,活,BBEE,6D3B,E6B4BB
2779,伙,BBEF,4F19,E4BC99
2780,火,BBF0,706B,E781AB
2781,获,BBF1,83B7,E88EB7
2782,或,BBF2,6216,E68896
2783,惑,BBF3,60D1,E68391
2784,霍,BBF4,970D,E99C8D
2785,货,BBF5,8D27,E8B4A7
2786,祸,BBF6,7978,E7A5B8
2787,击,BBF7,51FB,E587BB
2788,圾,BBF8,573E,E59CBE
2789,基,BBF9,57FA,E59FBA
2790,机,BBFA,673A,E69CBA
2791,畸,BBFB,7578,E795B8
2792,稽,BBFC,7A3D,E7A8BD
2793,积,BBFD,79EF,E7A7AF
2794,箕,BBFE,7B95,E7AE95
2801,肌,BCA1,808C,E8828C
2802,饥,BCA2,9965,E9A5A5
2803,迹,BCA3,8FF9,E8BFB9
2804,激,BCA4,6FC0,E6BF80
2805,讥,BCA5,8BA5,E8AEA5
2806,鸡,BCA6,9E21,E9B8A1
2807,姬,BCA7,59EC,E5A7AC
2808,绩,BCA8,7EE9,E7BBA9
2809,缉,BCA9,7F09,E7BC89
2810,吉,BCAA,5409,E59089
2811,极,BCAB,6781,E69E81
2812,棘,BCAC,68D8,E6A398
2813,辑,BCAD,8F91,E8BE91
2814,籍,BCAE,7C4D,E7B18D
2815,集,BCAF,96C6,E99B86
2816,及,BCB0,53CA,E58F8A
2817,急,BCB1,6025,E680A5
2818,疾,BCB2,75BE,E796BE
2819,汲,BCB3,6C72,E6B1B2
2820,即,BCB4,5373,E58DB3
2821,嫉,BCB5,5AC9,E5AB89
2822,级,BCB6,7EA7,E7BAA7
2823,挤,BCB7,6324,E68CA4
2824,几,BCB8,51E0,E587A0
2825,脊,BCB9,810A,E8848A
2826,己,BCBA,5DF1,E5B7B1
2827,蓟,BCBB,84DF,E8939F
2828,技,BCBC,6280,E68A80
2829,冀,BCBD,5180,E58680
2830,季,BCBE,5B63,E5ADA3
2831,伎,BCBF,4F0E,E4BC8E
2832,祭,BCC0,796D,E7A5AD
2833,剂,BCC1,5242,E58982
2834,悸,BCC2,60B8,E682B8
2835,济,BCC3,6D4E,E6B58E
2836,寄,BCC4,5BC4,E5AF84
2837,寂,BCC5,5BC2,E5AF82
2838,计,BCC6,8BA1,E8AEA1
2839,记,BCC7,8BB0,E8AEB0
2840,既,BCC8,65E2,E697A2
2841,忌,BCC9,5FCC,E5BF8C
2842,际,BCCA,9645,E99985
2843,妓,BCCB,5993,E5A693
2844,继,BCCC,7EE7,E7BBA7
2845,纪,BCCD,7EAA,E7BAAA
2846,嘉,BCCE,5609,E59889
2847,枷,BCCF,67B7,E69EB7
2848,夹,BCD0,5939,E5A4B9
2849,佳,BCD1,4F73,E4BDB3
2850,家,BCD2,5BB6,E5AEB6
2851,加,BCD3,52A0,E58AA0
2852,荚,BCD4,835A,E88D9A
2853,颊,BCD5,988A,E9A28A
2854,贾,BCD6,8D3E,E8B4BE
2855,甲,BCD7,7532,E794B2
2856,钾,BCD8,94BE,E992BE
2857,假,BCD9,5047,E58187
2858,稼,BCDA,7A3C,E7A8BC
2859,价,BCDB,4EF7,E4BBB7
2860,架,BCDC,67B6,E69EB6
2861,驾,BCDD,9A7E,E9A9BE
2862,嫁,BCDE,5AC1,E5AB81
2863,歼,BCDF,6B7C,E6ADBC
2864,监,BCE0,76D1,E79B91
2865,坚,BCE1,575A,E59D9A
2866,尖,BCE2,5C16,E5B096
2867,笺,BCE3,7B3A,E7ACBA
2868,间,BCE4,95F4,E997B4
2869,煎,BCE5,714E,E7858E
2870,兼,BCE6,517C,E585BC
2871,肩,BCE7,80A9,E882A9
2872,艰,BCE8,8270,E889B0
2873,奸,BCE9,5978,E5A5B8
2874,缄,BCEA,7F04,E7BC84
2875,茧,BCEB,8327,E88CA7
2876,检,BCEC,68C0,E6A380
2877,柬,BCED,67EC,E69FAC
2878,碱,BCEE,78B1,E7A2B1
2879,硷,BCEF,7877,E7A1B7
2880,拣,BCF0,62E3,E68BA3
2881,捡,BCF1,6361,E68DA1
2882,简,BCF2,7B80,E7AE80
2883,俭,BCF3,4FED,E4BFAD
2884,剪,BCF4,526A,E589AA
2885,减,BCF5,51CF,E5878F
2886,荐,BCF6,8350,E88D90
2887,槛,BCF7,69DB,E6A79B
2888,鉴,BCF8,9274,E989B4
2889,践,BCF9,8DF5,E8B7B5
2890,贱,BCFA,8D31,E8B4B1
2891,见,BCFB,89C1,E8A781
2892,键,BCFC,952E,E994AE
2893,箭,BCFD,7BAD,E7AEAD
2894,件,BCFE,4EF6,E4BBB6
2901,健,BDA1,5065,E581A5
2902,舰,BDA2,8230,E888B0
2903,剑,BDA3,5251,E58991
2904,饯,BDA4,996F,E9A5AF
2905,渐,BDA5,6E10,E6B890
2906,溅,BDA6,6E85,E6BA85
2907,涧,BDA7,6DA7,E6B6A7
2908,建,BDA8,5EFA,E5BBBA
2909,僵,BDA9,50F5,E583B5
2910,姜,BDAA,59DC,E5A79C
2911,将,BDAB,5C06,E5B086
2912,浆,BDAC,6D46,E6B586
2913,江,BDAD,6C5F,E6B19F
2914,疆,BDAE,7586,E79686
2915,蒋,BDAF,848B,E8928B
2916,桨,BDB0,6868,E6A1A8
2917,奖,BDB1,5956,E5A596
2918,讲,BDB2,8BB2,E8AEB2
2919,匠,BDB3,5320,E58CA0
2920,酱,BDB4,9171,E985B1
2921,降,BDB5,964D,E9998D
2922,蕉,BDB6,8549,E89589
2923,椒,BDB7,6912,E6A492
2924,礁,BDB8,7901,E7A481
2925,焦,BDB9,7126,E784A6
2926,胶,BDBA,80F6,E883B6
2927,交,BDBB,4EA4,E4BAA4
2928,郊,BDBC,90CA,E9838A
